source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
Joe Byrne commenced school at the Catholic school at Woolshed in 1862.,Joe Byrne begann 1862 die katholische Schule in Woolshed.,乔·伯恩于1862年开学。,Joe Bourne started school in 1862.,Joe Byrne began the Catholic school in Woolshed in 1862.
"The shared secret is either shared beforehand between the communicating parties, in which case it can also be called a pre-shared key.","Das geteilte Geheimnis wird entweder vorher zwischen den kommunizierenden Parteien geteilt, was es zu einem vorgeteilten Schlüssel macht.","秘密可以事先在各方之间分享,在这种情况下,可以称之为预先分享的钥匙。","Secrets could be shared in advance between the parties, in which case they could be called pre-shared keys.","The shared secret is either previously shared between the communicating parties, making it a pre-dedicated key."
"In 2007, Lessing won the Nobel Prize in Literature.",Im Jahr 2007 gewann Lessing den Nobelpreis für Literatur.,减税在2007年赢得了文学诺贝尔奖。,The tax reduction won the Nobel Prize for Literature in 2007.,"In 2007, Lessing won the Nobel Prize in Literature."
"By 1870, more than 2,000 children were being accommodated in five homes.",Im Jahre 1870 lebten mehr als 2 000 Kinder in fünf Häusern.,"到1870年,5个家庭有2 000多名儿童。","By 1870, five families had more than 2,000 children.","In 1870, more than 2,000 children lived in five houses."
"To score consistent hits at medium or long range, players must aim using the iron sights on their guns.","Spieler müssen mit ihrer Waffe die eisernen Sehenswürdigkeiten zielen, um konsequent auf Distanz zu punkten.","玩家必须瞄准目标,瞄准他们的枪,在中短距离内保持一致。","Players must aim at their targets, aim at their guns, and remain within short and medium range.",Players must use their weapon to target the iron sights in order to consistently score at distance.
Individuals have also illegally destroyed some trees and are suspected of introducing insect pests from Australia which attack the trees.,"Einzelpersonen werden verdächtigt, Insekten aus Austrailia zu bringen, um einige Bäume illegal zu zerstören.","这些人涉嫌从澳大利亚引进害虫,这些害虫攻击树木。","These individuals are suspected of having introduced pests from Australia, which attack trees.",Individuals are suspected of bringing insects from Austrailia to illegally destroy some trees.
"The candy cane is a traditional candy surrounding the Christmas holiday, particularly in the Western world, although it is possible to find them throughout the year.","Der Zuckerrohr ist ein traditionelles Bonbon, das den Weihnachtsfeiertag umgibt, in einem großen Teil der Welt, auch wenn es das ganze Jahr über gefunden werden kann.","糖果甘蔗是传统的圣诞糖果,在西方世界尤为明显,尽管全年都可以找到。","Sugar cane is the traditional Christmas candy, especially in the Western world, although it can be found throughout the year.","The sugar cane is a traditional candy that surrounds the Christmas holiday, in a large part of the world, even if it can be found all year round."
Oyez derives from the Anglo-Norman word for listen.,Oyez kommt vom anglo-normannischen Wort für Zuhören.,"Oyez的起源是""倾听""这个词","Oyez was born of the word ""listen.""",Oyez comes from the Anglo-Norman word for listening.
A cocktail is a style of mixed drink.,Ein Cocktail ist eine Art gemischtes Getränk.,鸡尾酒是一种混合饮料。,Cocktails are a mix of drinks.,A cocktail is a kind of mixed drink.
"The 1974 Atlantic hurricane season officially began on June 1, 1974, and lasted until November 30, 1974.",Die Hurrikansaison im Atlantik dauerte vom 1. Juni 1974 bis zum 30. November 1974.,"1974年,大西洋飓风季节于6月1日开始,11月30日结束。","In 1974, the Atlantic hurricane season began on 1 June and ended on 30 November.",The Atlantic hurricane season lasted from 1 June 1974 to 30 November 1974.
Moenjodaro is situated 7 km away in East-South of the Dokri town.,Moenjodaro liegt 7 km entfernt im Osten-Süden der Stadt Dokri.,Moenjodaro位于Dokri镇东南7公里处。,Moenjodaro is located seven kilometres south-east of the town of Dokri.,Moenjodaro is located 7 km away in the east-south of the town of Dokri.
"It was first published on 16 November 1998 in the United Kingdom, although the first United States edition did not follow until March 1999.","Es wurde erstmals am 16. November 1998 im Vereinigten Königreich veröffentlicht, obwohl die erste Ausgabe der Vereinigten Staaten erst im März 1999 veröffentlicht wurde.","它于1998年在联合王国出版,但美国第一版直到1999年才出版。","It was published in the United Kingdom in 1998, but the first edition of the United States was not published until 1999.","It was first published in the United Kingdom on 16 November 1998, although the first edition of the United States was not published until March 1999."
Koxinga proceeded to devote himself to building Taiwan into an effective base for anti-Qing Dynasty sympathizers who wanted to restore the Ming Dynasty to power.,"Koxinga konzentrierte sich dann darauf, Taiwan zu einer Basis für Anhänger der Anti-Qing-Dynastie zu bauen, die die Ming-Dynastie zurück wollten.","Koxinga承诺将台湾变成反青朝支持者的基地,",Koxinga promised to turn Taiwan into a base for anti-Qing Dynasty supporters.,Koxinga then concentrated on building Taiwan as a base for anti-Qing dynasty supporters who wanted to return to the Ming Dynasty.
"References External links 121 Hermione and S / 2002 (121) 1, orbit data website maintained by F. Marchis.",Bezug: 121 Hermione und S / 2002 (121) 1,"121 Hermione和S/2002, F. Marchis维护的轨道数据网站。","121 Hermione and S/2002, orbital data websites maintained by F. Marchis.",References: 121 Hermione and S / 2002 (121) 1
"Stuart Buchanan as Humbert the Huntsman: Despite his status as the Queen's assassin, the Huntsman can not bear to kill Snow White, even when the Queen orders him to take the princess's heart.","Stuart Buchanan als Humbert der Huntsman: Auch mit seinem Rang als Attentäter der Königin kann er Snow White nicht töten, selbst wenn sie von ihr befohlen wurde, das Herz der Prinzessin zu nehmen.","斯图尔特·布坎南作为亨特斯曼的亨伯特:鉴于他作为女王刺客的地位,狩猎者无法忍受杀死白雪公主,即使女王命令他夺走公主的心脏。","Stuart Buchanan, Huntsman's Humbert: Given his status as an assassin of the Queen, hunters cannot bear to kill Snow White, even if the Queen orders him to take her heart.","Stuart Buchanan as Humbert the Huntsman: Even with his rank as assassin of the Queen, he cannot kill Snow White, even if she ordered her to take the heart of the princess."
"Inductors are also employed in electrical transmission systems, where they are used to depress voltages from lightning strikes and to limit switching currents and fault current.","In elektrischen Übertragungssystemen werden Induktivitäten eingesetzt, um Spannungen aus Lichtschlägen zu senken und Ströme zu begrenzen.","电传系统也使用导电器,用于减少闪电打击产生的电压,减缓电流和断层流的变速。",Telegraph systems also use conductors to reduce voltage generated by lightning strikes and to slow the transformation of currents and fault currents.,Inductors are used in electrical transmission systems to reduce voltages from light strokes and to limit currents.
"Daikokuten evolved from the Indian deity, Shiva.",Die indische Gottheit Shiva führte zu Daikokuten.,Daikokuten从印度神Shiva进化而来。,"Daikokuten evolved from Shiva, the Hindu god.",The Indian god Shiva led to Daikokuten.
"While there, he appeared in several plays, including Macbeth, The Threepenny Opera and Henry V, in which he played the title role.","Dort spielte er neben Macbeth, The Threepenny Opera und Henry V. die Titelrolle.","在那里,他与麦克白、三班尼歌剧院和亨利五世一起演了几场戏,他扮演了冠军角色。","There, he played several scenes with Macbeth, the Tribune Opera and Henry V, and he played the champion role.","There he played the title role alongside Macbeth, The Threepenny Opera and Henry V."
"Gorani avoids discussing her political and religious views, citing the need for professional neutrality.","Gorani vermeidet die Diskussion über ihre politischen und religiösen Ansichten. Sie sagte, sie brauche professionelle Neutralität.","戈拉尼避免讨论她的政治和宗教观点,她说她需要专业中立。","Gorani avoided discussing her political and religious views, stating that she needed professional neutrality.",Gorani avoids the discussion of her political and religious views. She said she needed professional neutrality.
"Alcazar have taken part in Melodifestivalen, the annual competition that selects Sweden's entries for the Eurovision Song Contest, on numerous occasions.",Alcazar hat oft an Melodifestivalen teilgenommen. Der jährliche Wettbewerb wählt Schwedens Einreichungen für den Eurovision Song Contest.,阿尔卡扎尔多次参加梅洛迪费施蒂翁(Melodifespivalen ) 。 一年一度的比赛选择瑞典参加欧洲歌剧大赛。,Alkazar has participated in the Melodifespivalen many times. The annual contest has selected Sweden for the European Opera competition.,Alcazar has often participated in Melodifestivalen. The annual competition selects Sweden's submissions for the Eurovision Song Contest.
"Rainfall comes only 2 - 3 times a year, never exceeding 20 mm.",Regen ist nur 2 - 3 mal im Jahr. Es ist nie mehr als 20 mm.,每年只下2 -3雨 但不超过20毫米,"There's only 2-3 rain a year, but not more than 20 millimeters.",Rain is only 2 - 3 times a year. It is never more than 20 mm.
"The Wakker Prize (in German: Wakkerpreis, in French Prix Wakker, in Italian Premio Wakker) is awarded annually by the Swiss Heritage Society to a Municipality of Switzerland for the development and preservation of its architectural heritage.","Der Wakker-Preis ist in deutscher Sprache als Wakkerpreis, in französischer Sprache als Prix Wakker und in italienischer Sprache als Premio Wakker bekannt. Er wird jedes Jahr von der Schweizerischen Heritage Society an eine Gemeinde der Schweiz verliehen, um ihre Baugeschichte zu entwickeln und zu retten.","沃克奖(德文:瓦克普里斯奖,法文:瓦克普里斯奖,意大利文:瓦克普里斯奖)每年由瑞士遗产协会颁发给瑞士市政府,用于发展和保存其建筑遗产。","The Walker Award (Deutsche: Vakpres, French: Vakpres, Italian: Vakpres) is awarded annually by the Swiss Heritage Association to the Swiss municipality for the development and preservation of its architectural heritage.","The Wakker Prize is known in German as the Wakker Prize, in French as the Prix Wakker and in Italian as the Premio Wakker. It is awarded every year by the Swiss Heritage Society to a Swiss community in order to develop and save its architectural history."
"Since then, 51 Phantom and Electric Blue Watermelon have received nominations in that same category.",In der gleichen Kategorie haben 51 Phantom und Electric Blue Watermelon seitdem Auszeichnungen erhalten.,"自那时以来,51个幻影和电蓝色西瓜被提名属于同一类别。","Since then, 51 phantom and electric blue watermelon have been nominated in the same category.",51 Phantom and Electric Blue Watermelon have received awards in the same category since then.
"In 2001, he was enshrined in the College Football Hall of Fame.",Er wurde in die College Football Hall of Fame aufgenommen. Dies geschah im Jahr 2001.,"2001年,他荣获学院足球名人堂荣誉奖。","In 2001, he was awarded the Academy Fame Honours Award.",He was admitted to the College Football Hall of Fame in 2001.
"Boorowa is a farming town in New South Wales, Australia.",Boorowa ist eine Agrarstadt im australischen Bundesstaat New South Wales.,布罗瓦是新南威尔士的一个农镇,Brova is a farm town in New South Wales.,"Boorowa is an agricultural town in New South Wales, Australia."
"Structure and rules A match between two opponents consists of up to eleven alternating rounds of boxing and chess sessions, starting with a four-minute chess round followed by three minutes of boxing and so on.",Ein Spiel besteht aus bis zu elf abwechselnden Runden von Boxen und Schachsitzungen zwischen zwei Gegnern. Es beginnt mit einer vierminütigen Schachrunde. Drei Minuten Boxen kommt als nächstes und so weiter.,"两名对手之间的比赛由多达11轮的拳击和象棋会合组成,开始四分钟的象棋会合,然后三分钟的拳击会合。","The match between the two rivals consisted of up to 11 rounds of boxing and chess meetings, starting with a four-minute chess reunion, followed by a three-minute boxing match.",A game consists of up to eleven alternate rounds of boxes and chess sessions between two opponents. It starts with a four minute chess round. Three minutes of boxing comes next and so on.
"Stoke play their home fixtures at the Britannia Stadium, a 28,000 all-seater stadium.","Stoke spielt ihre Heimspiele im Britannia-Stadion, einem 28.000 All-Sitzer-Stadion.","在不列颠尼亚体育场玩家用固定装置,这是28 000个全座体育场。","There are fixed devices for players at the British Stadium, which is 28,000 full stadiums.","Stoke plays her home games at the Britannia Stadium, a 28,000 all-seater stadium."
North West Cape is a large peninsula of land in the north west coast of Western Australia.,An der Nordwestküste Westaustraliens liegt eine große Halbinsel mit dem Namen North West Cape.,"西北角是一片大片土地,大面积环绕着水,这块土地位于西澳大利亚州。","The north-west corner is a large area of land surrounded by large areas of water, located in Western Australia.",On the northwest coast of Western Australia there is a large peninsula called North West Cape.
The Movie and subsequent additions to the franchise.,Der Film und zukünftige Ergänzungen zum Franchise.,《电影》及其对特许权的补充,The Film and its Supplement to the Concessions,The film and future additions to the franchise.
"After these ""rebellions"", land speculators and other non-Métis effectively deprived the Métis of land by exploiting a government program for its purchase, with the government perhaps turning a blind eye.","Landspekulanten und andere Ausländer nahmen das Land vom Metis Volk. Sie kauften das Land, indem sie ein Regierungsprogramm nutzten.","在“叛乱”之后,土地投机者和其他非梅蒂斯人剥夺了梅蒂斯人的土地,他们利用政府方案购买土地,政府可能忽视了这一点。","In the aftermath of the “insurgent”, land speculators and other non-Metis have deprived the Metis of their land and have used government programmes to purchase land, which the Government may have ignored.",Land speculators and other foreigners took the land from the Metis people. They bought the land by using a government program.
"It is revealed that French museums had nearly 2,000 pieces of art that had been stolen by Nazis.","Es wird berichtet, dass französische Museen fast 2.000 Kunstwerke von den Nazis gestohlen hatten.",发现法国博物馆有近2000件 被纳粹偷走的艺术品,"The French museum was found with nearly 2,000 pieces of art stolen by the Nazis.","It is reported that French museums had stolen nearly 2,000 works of art from the Nazis."
Hermann Muhs (16 May 1894 - 13 April 1962) was a Secretary of State and minister responsible for churches question (Minister für Kirchenfragen) in Nazi Germany.,April 1962 ebenda) war Staatssekretär und Minister für Kirchenfragen in Nazi-Deutschland.,"Hermann Muhs(1894年5月16日至1962年4月13日)任国务秘书兼部长,负责纳粹德国的教会问题(Für Kirchenfragen部长)。",Hermann Muhs (16 May 1894-13 April 1962) served as Secretary of State and Minister in charge of Church issues in Nazi Germany (Minister Für Kirchenfragen).,He was also Secretary of State and Minister of Church Affairs in Nazi Germany.
"Bon Jovi's sixth studio album, These Days, was released in June 1995.",Bon Jovis sechstes Studioalbum war This Days. Es kam im Juni 1995.,"1995年6月,Bon Jovi的第六张专辑《这些日》发表。","In June 1995, Bon Jovi's sixth album, "" These Days "", was published.",Bon Jovis' sixth studio album was This Days. It came in June 1995.
"Libpurple has support for many commonly used instant messaging protocols, allowing the user to log into various different services from one application.",Libpurple unterstützt viele beliebte Instant Messaging Protokolle. Es lässt den Benutzer sich in verschiedene Dienste von einer Anwendung anmelden.,"据说,Lippurple支持许多常用的即时信息协议,允许用户从一个应用程序进入不同的服务。","It was said that Lippurple supported many of the commonly used instantaneous information protocols, allowing users to access different services from one application.",Libpurple supports many popular instant messaging protocols. It lets the user log in to various services from one application.
Punk rock has distinguished itself from other non-mainstream genres by self-asserting an active anti-mainstream social movement that resists commercialism and corporate control.,"Punk Rock unterscheidet sich von anderen Nicht-Mainstream-Typen. Es hat eine aktive Anti-Mainstream-Sozialbewegung, die sich von Kommerzialismus und Unternehmenssteuerung fernhält.","Punk 岩石与其他种类不同,它有积极的反主流运动,反对商业主义和企业控制。","Punk Rock, unlike other species, has an active anti-mainstream movement against commercialism and corporate control.",Punk Rock is different from other non-mainstream types. It has an active anti-mainstream social movement that keeps away from commercialism and corporate control.
All other subjects may be sat in either Ordinary or Higher Levels.,Andere Fächer können normale oder höhere Ebenen sein.,其他科目可以是普通或高级科目。,Other subjects may be general or advanced subjects.,Other subjects can be normal or higher levels.
From 1978 until 2000 it was an independent municipality.,Von 1978 bis 2000 war es eine selbstverwaltete Gemeinde.,"从1978年到2000年,这是一个自己作出决定的领域。","From 1978 to 2000, this was an area of self-determination.","From 1978 to 2000, it was a self-governed municipality."
"It consists of the Royal Australian Navy, the Australian Army, the Royal Australian Air Force and a number of 'tri-service' units.","Es besteht aus der Royal Australian Navy, der Australian Army, der Royal Australian Air Force und anderen Dreifach-Service-Einheiten.",它由澳大利亚皇家海军、澳大利亚陆军、澳大利亚皇家空军和几个联合单位组成。,"It consists of the Royal Australian Navy, the Australian Army, the Royal Australian Air Force and several joint units.","It consists of the Royal Australian Navy, the Australian Army, the Royal Australian Air Force and other triple-service units."
